,Data,Round,HomeTeam,AwayTeam,HT0G,AT0G,HT1G,AT1G,HT2G,AT2G,GEHT0T,GEAT0T,PBHT0T,PBAT0T,TGHT0T,TGAT0T,CGHT0T,CGAT0T,CFHT0T,CFAT0T,FCHT0T,FCAT0T,EHT0T,EAT0T,IHT0T,IAT0T,LCHT0T,LCAT0T,DGHT0T,DGAT0T,FHT0T,FAT0T,CVHT0T,CVAT0T,CAHT0T,CAAT0T,PTHT0T,PTAT0T,DHT0T,DAT0T,AHT0T,AAT0T,APHT0T,APAT0T,BACHT0T,BACAT0T,GEHT1T,GEAT1T,PBHT1T,PBAT1T,TGHT1T,TGAT1T,CGHT1T,CGAT1T,CFHT1T,CFAT1T,FCHT1T,FCAT1T,EHT1T,EAT1T,IHT1T,IAT1T,LCHT1T,LCAT1T,DGHT1T,DGAT1T,FHT1T,FAT1T,CVHT1T,CVAT1T,CAHT1T,CAAT1T,PTHT1T,PTAT1T,DHT1T,DAT1T,AHT1T,AAT1T,APHT1T,APAT1T,BACHT1T,BACAT1T,GEHT2T,GEAT2T,PBHT2T,PBAT2T,TGHT2T,TGAT2T,CGHT2T,CGAT2T,CFHT2T,CFAT2T,FCHT2T,FCAT2T,EHT2T,EAT2T,IHT2T,IAT2T,LCHT2T,LCAT2T,DGHT2T,DGAT2T,FHT2T,FAT2T,CVHT2T,CVAT2T,CAHT2T,CAAT2T,PTHT2T,PTAT2T,DHT2T,DAT2T,AHT2T,AAT2T,APHT2T,APAT2T,BACHT2T,BACAT2T
126,01.01.2024,RODADA 20,Liverpool,Newcastle,4,2,0,0,4,2,7.20,0.67,62%,38%,34,5,15,3,19,2,18,17,7,3,1,3,16,14,1,11,16,15,0,0,3,5,555,351,15,20,119,69,98,20,1,39,2.87,0.05,63%,37%,18,1,5,0,13,1,9,9,4,2,1,2,7,8,0,5,8,9,0,0,2,2,267,161,8,15,70,33,56,12,0,23,4.33,0.62,61%,39%,16,4,10,3,6,1,9,8,3,1,0,1,9,6,1,6,8,6,0,0,1,3,288,190,7,5,49,36,42,8,1,16
127,31.12.2023,RODADA 20,Fulham,Arsenal,2,1,1,1,1,0,1.31,1.63,39%,61%,15,13,4,3,11,10,10,15,5,4,4,0,10,9,2,2,11,10,0,0,4,1,412,637,15,13,86,120,38,55,22,13,0.55,1.41,44%,56%,7,8,2,3,5,5,5,9,1,0,1,0,7,3,2,1,8,5,0,0,0,0,253,319,8,7,45,59,16,19,6,1,0.76,0.22,34%,66%,8,5,2,0,6,5,5,6,4,4,3,0,3,6,0,1,3,5,0,0,4,1,159,318,7,6,41,61,22,36,16,12
128,31.12.2023,RODADA 20,Tottenham,Bournemouth,3,1,1,0,2,1,2.20,1.64,51%,49%,12,24,6,4,6,20,21,13,4,13,4,3,14,16,3,3,9,18,0,0,3,2,436,407,23,19,70,131,43,56,23,15,0.31,0.68,55%,45%,5,12,3,1,2,11,12,7,3,6,4,2,7,7,1,2,4,11,0,0,0,1,237,181,11,12,37,58,19,32,6,11,1.89,0.96,47%,53%,7,12,3,3,4,9,9,6,1,7,0,1,7,9,2,1,5,7,0,0,3,1,199,226,12,7,33,73,24,24,17,4
129,30.12.2023,RODADA 20,Nottingham,Manchester Utd,2,1,0,0,2,1,0.92,0.72,46%,54%,8,10,2,5,6,5,13,10,4,5,1,2,9,32,4,0,9,11,0,0,2,4,397,489,26,15,90,110,39,80,24,22,0.41,0.03,47%,53%,6,1,0,1,6,0,6,2,4,1,0,1,7,18,1,0,2,5,0,0,0,0,219,254,18,6,44,57,23,51,13,11,0.51,0.69,45%,55%,2,9,2,4,0,5,7,8,0,4,1,1,2,14,3,0,7,6,0,0,2,4,178,235,8,9,46,53,16,29,11,11
130,30.12.2023,RODADA 20,Aston Villa,Burnley,3,2,2,1,1,1,3.00,0.98,65%,35%,14,8,7,5,7,3,13,8,6,2,1,6,12,15,3,4,9,14,0,1,4,3,465,240,10,15,93,57,54,26,13,14,0.92,0.72,62%,38%,7,6,3,3,4,3,11,5,3,2,0,3,5,8,2,1,4,7,0,0,1,2,210,128,2,10,45,33,21,12,6,8,2.08,0.26,68%,32%,7,2,4,2,3,0,2,3,3,0,1,3,7,7,1,3,5,7,0,1,3,1,255,112,8,5,48,24,33,14,7,6
131,30.12.2023,RODADA 20,Crystal Palace,Brentford,3,1,2,1,1,0,1.00,1.40,48%,52%,13,9,6,4,7,5,10,14,7,4,1,1,20,20,3,3,14,10,0,0,0,1,443,510,17,20,125,97,70,58,28,18,0.50,0.58,56%,44%,5,4,3,2,2,2,6,8,3,1,1,1,9,6,1,1,5,5,0,0,0,1,262,200,4,9,62,36,33,14,9,6,0.50,0.82,40%,60%,8,5,3,2,5,3,4,6,4,3,0,0,11,14,2,2,9,5,0,0,0,0,181,310,13,11,63,61,37,44,19,12
132,30.12.2023,RODADA 20,Manchester City,Sheffield Utd,2,0,1,0,1,0,2.26,0.33,82%,18%,18,4,4,2,14,2,9,6,12,2,1,2,9,12,2,2,5,6,0,0,1,1,1000,233,7,15,168,24,95,11,10,24,0.60,0.22,82%,18%,8,3,2,2,6,1,5,4,4,2,1,1,6,7,2,1,3,3,0,0,1,0,439,91,5,4,69,18,29,8,9,7,1.66,0.11,82%,18%,10,1,2,0,8,1,4,2,8,0,0,1,3,5,0,1,2,3,0,0,0,1,561,142,2,11,99,6,66,3,1,17
133,30.12.2023,RODADA 20,Wolverhampton,Everton,3,0,1,0,2,0,2.23,0.52,53%,47%,12,10,6,0,6,10,15,11,5,2,3,1,14,19,0,3,9,14,0,0,2,3,512,457,17,23,94,129,50,39,17,26,0.40,0.19,52%,48%,4,4,1,0,3,4,9,6,2,1,1,1,8,11,0,0,5,8,0,0,2,2,238,218,5,13,48,65,30,11,4,13,1.83,0.33,54%,46%,8,6,5,0,3,6,6,5,3,1,2,0,6,8,0,3,4,6,0,0,0,1,274,239,12,10,46,64,20,28,13,13
134,30.12.2023,RODADA 20,Luton,Chelsea,2,3,0,2,2,1,2.81,1.57,51%,49%,15,12,6,8,9,4,22,20,7,2,5,1,25,13,5,4,14,21,0,0,2,2,406,418,21,26,94,84,75,24,4,25,0.28,0.38,48%,52%,5,7,0,6,5,1,10,9,3,0,2,1,14,8,4,0,5,9,0,0,1,0,188,225,17,10,49,41,38,11,1,15,2.53,1.19,54%,46%,10,5,6,2,4,3,12,11,4,2,3,0,11,5,1,4,9,12,0,0,1,2,218,193,4,16,45,43,37,13,3,10
135,28.12.2023,RODADA 19,Arsenal,West Ham,0,2,0,1,0,1,2.87,1.51,74%,26%,30,6,8,3,22,3,9,8,10,3,0,1,8,16,1,8,8,8,0,0,2,0,749,265,20,24,171,58,140,21,9,38,1.04,0.51,73%,27%,9,3,2,1,7,2,3,5,4,1,0,0,3,10,0,2,5,3,0,0,0,0,386,138,9,12,86,24,64,10,6,14,1.83,1.00,75%,25%,21,3,6,2,15,1,6,3,6,2,0,1,5,6,1,6,3,5,0,0,2,0,363,127,11,12,85,34,76,11,3,24
136,28.12.2023,RODADA 19,Brighton,Tottenham,4,2,2,0,2,2,3.62,2.15,46%,54%,15,19,9,3,6,16,11,20,7,6,2,5,14,22,1,5,18,6,0,0,3,2,459,537,16,16,77,109,44,78,30,12,2.65,0.52,43%,57%,11,7,6,0,5,7,2,10,3,4,2,2,8,10,0,4,8,1,0,0,1,1,212,272,7,5,35,53,26,40,12,7,0.97,1.63,49%,51%,4,12,3,3,1,9,9,10,4,2,0,3,6,12,1,1,10,5,0,0,2,1,247,265,9,11,42,56,18,38,18,5
137,27.12.2023,RODADA 19,Everton,Manchester City,1,3,1,0,0,3,1.03,2.80,28%,72%,7,23,2,9,5,14,6,14,4,8,1,1,11,17,6,1,13,5,0,0,4,2,293,772,15,12,69,125,44,66,21,17,0.79,1.25,26%,74%,4,12,2,4,2,8,4,7,3,5,1,1,3,11,4,1,6,3,0,0,1,0,133,385,7,6,37,68,23,34,16,14,0.24,1.55,30%,70%,3,11,0,5,3,6,2,7,1,3,0,0,8,6,2,0,7,2,0,0,3,2,160,387,8,6,32,57,21,32,5,3
138,27.12.2023,RODADA 19,Brentford,Wolverhampton,1,4,1,3,0,1,2.32,1.80,60%,40%,14,11,4,5,10,6,17,6,8,2,1,3,17,10,1,3,5,14,0,0,1,1,610,410,14,25,133,104,74,35,10,40,1.58,1.62,53%,47%,6,8,2,3,4,5,9,3,5,2,0,1,7,8,0,1,2,8,0,0,1,0,247,224,7,14,58,53,29,23,8,14,0.74,0.18,67%,33%,8,3,2,2,6,1,8,3,3,0,1,2,10,2,1,2,3,6,0,0,0,1,363,186,7,11,75,51,45,12,2,26
139,27.12.2023,RODADA 19,Chelsea,Crystal Palace,2,1,1,1,1,0,2.59,0.99,64%,36%,9,13,4,5,5,8,22,16,4,3,3,6,17,17,4,2,13,16,0,0,3,2,644,352,21,25,105,96,38,53,21,12,1.09,0.60,63%,37%,6,5,3,2,3,3,12,10,2,0,1,5,8,9,1,2,9,7,0,0,0,0,326,180,13,12,48,49,21,25,10,4,1.50,0.39,65%,35%,3,8,1,3,2,5,10,6,2,3,2,1,9,8,3,0,4,9,0,0,3,2,318,172,8,13,57,47,17,28,11,8
140,26.12.2023,RODADA 19,Manchester Utd,Aston Villa,3,2,0,2,3,0,1.02,1.73,46%,54%,13,10,7,4,6,6,10,19,3,6,9,0,15,24,2,4,10,10,0,0,1,3,393,462,21,14,95,83,52,58,15,6,0.34,1.02,50%,50%,7,6,3,2,4,4,5,10,1,4,6,0,5,7,0,3,4,4,0,0,0,1,212,205,9,4,46,39,20,31,14,6,0.68,0.71,42%,58%,6,4,4,2,2,2,5,9,2,2,3,0,10,17,2,1,6,6,0,0,1,2,181,257,12,10,49,44,32,27,1,0
141,26.12.2023,RODADA 19,Burnley,Liverpool,0,2,0,1,0,1,0.72,1.75,31%,69%,9,19,0,10,9,9,14,8,4,4,1,4,15,21,8,0,7,10,0,0,2,1,292,664,25,14,99,120,34,53,0,0,0.11,1.25,32%,68%,2,14,0,8,2,6,3,7,1,3,1,2,9,8,7,0,6,2,0,0,1,0,141,298,9,7,48,64,11,26,0,0,0.61,0.50,30%,70%,7,5,0,2,7,3,11,1,3,1,0,2,6,13,1,0,1,8,0,0,1,1,151,366,16,7,51,56,23,27,0,0
142,26.12.2023,RODADA 19,Bournemouth,Fulham,3,0,1,0,2,0,1.89,0.25,42%,58%,16,8,4,3,12,5,10,13,6,5,3,0,19,24,3,1,10,10,0,0,0,2,403,548,13,19,102,124,39,56,0,0,0.60,0.20,50%,50%,8,6,1,1,7,5,5,5,6,3,1,0,12,10,1,0,4,5,0,0,0,0,218,217,5,12,62,62,23,27,0,0,1.29,0.05,34%,66%,8,2,3,2,5,0,5,8,0,2,2,0,7,14,2,1,6,5,0,0,0,2,185,331,8,7,40,62,16,29,0,0
143,26.12.2023,RODADA 19,Sheffield Utd,Luton,2,3,0,1,2,2,2.78,0.58,51%,49%,21,12,6,4,15,8,13,14,9,4,1,0,22,22,1,4,13,13,0,0,5,0,356,346,20,15,114,77,61,44,0,0,0.56,0.45,51%,49%,10,8,1,2,9,6,3,6,5,3,0,0,13,10,1,1,6,3,0,0,2,0,185,178,11,11,63,40,31,24,0,0,2.22,0.13,51%,49%,11,4,5,2,6,2,10,8,4,1,1,0,9,12,0,3,7,10,0,0,3,0,171,168,9,4,51,37,30,20,0,0
144,26.12.2023,RODADA 19,Newcastle,Nottingham,1,3,1,1,0,2,2.77,3.64,62%,38%,19,15,7,6,12,9,12,10,10,2,0,1,18,18,3,6,10,11,0,0,3,3,513,326,12,21,135,65,91,28,0,0,1.28,1.80,60%,40%,6,7,3,2,3,5,6,4,5,2,0,1,7,9,1,2,4,6,0,0,1,2,261,176,7,11,68,31,41,12,0,0,1.49,1.84,64%,36%,13,8,4,4,9,4,6,6,5,0,0,0,11,9,2,4,6,5,0,0,2,1,252,150,5,10,67,34,50,16,0,0
145,24.12.2023,RODADA 18,Wolverhampton,Chelsea,2,1,0,0,2,1,1.39,1.94,31%,69%,14,16,6,5,8,11,9,14,10,6,3,0,16,17,4,4,11,9,0,0,3,6,264,600,22,17,70,113,43,63,19,16,0.54,1.06,38%,62%,5,8,0,2,5,6,5,10,4,3,3,0,7,8,2,0,7,5,0,0,1,1,165,278,13,5,36,53,20,21,6,9,0.85,0.88,25%,75%,9,8,6,3,3,5,4,4,6,3,0,0,9,9,2,4,4,4,0,0,2,5,99,322,9,12,34,60,23,42,13,7
146,23.12.2023,RODADA 18,Liverpool,Arsenal,1,1,1,1,0,0,1.01,0.87,51%,49%,13,13,3,2,10,11,15,14,4,5,1,1,25,17,1,2,13,14,0,0,2,5,442,423,34,20,98,100,47,43,17,22,0.20,0.63,54%,46%,4,7,1,2,3,5,8,7,1,2,1,1,12,6,1,0,6,7,0,0,1,2,236,194,10,9,51,38,27,12,7,17,0.81,0.24,48%,52%,9,6,2,0,7,6,7,7,3,3,0,0,13,11,0,2,7,7,0,0,1,3,206,229,24,11,47,62,20,31,10,5
147,23.12.2023,RODADA 18,Fulham,Burnley,0,2,0,0,0,2,1.23,0.47,66%,34%,19,7,5,2,14,5,20,7,8,6,2,3,25,14,0,5,5,17,0,0,2,1,702,362,10,21,130,84,71,38,11,29,0.88,0.05,59%,41%,12,1,3,0,9,1,8,2,5,4,0,2,14,8,0,3,2,6,0,0,1,0,295,206,8,9,71,51,36,20,6,19,0.35,0.42,73%,27%,7,6,2,2,5,4,12,5,3,2,2,1,11,6,0,2,3,11,0,0,1,1,407,156,2,12,59,33,35,18,5,10
148,23.12.2023,RODADA 18,Luton,Newcastle,1,0,1,0,0,0,1.80,1.55,35%,65%,16,15,5,2,11,13,9,10,5,7,0,3,14,19,2,4,11,5,0,0,2,2,300,568,13,29,96,99,56,55,29,14,1.27,0.83,37%,63%,9,7,4,1,5,6,4,6,3,2,0,2,5,6,1,3,6,1,0,0,0,0,165,294,7,11,53,44,26,20,7,9,0.53,0.72,33%,67%,7,8,1,1,6,7,5,4,2,5,0,1,9,13,1,1,5,4,0,0,2,2,135,274,6,18,43,55,30,35,22,5
149,23.12.2023,RODADA 18,Nottingham,Bournemouth,2,3,0,0,2,3,0.80,1.70,32%,68%,11,18,5,7,6,11,10,10,6,6,0,0,17,19,4,3,10,10,1,0,2,3,256,523,25,14,82,127,38,92,29,22,0.31,0.71,29%,71%,5,9,2,3,3,6,4,8,2,3,0,0,8,6,3,2,8,4,1,0,2,1,104,261,11,10,39,61,19,45,12,11,0.49,0.99,35%,65%,6,9,3,4,3,5,6,2,4,3,0,0,9,13,1,1,2,6,0,0,0,2,152,262,14,4,43,66,19,47,17,11
150,23.12.2023,RODADA 18,Tottenham,Everton,2,1,2,0,0,1,1.25,1.86,60%,40%,13,18,6,8,7,10,21,8,3,8,2,3,20,20,7,4,6,18,0,0,1,4,583,358,23,17,96,99,37,64,21,14,0.85,1.00,64%,36%,5,9,4,5,1,4,9,3,2,3,1,3,10,9,5,2,2,7,0,0,0,2,298,162,7,9,43,46,16,39,14,7,0.40,0.86,56%,44%,8,9,2,3,6,6,12,5,1,5,1,0,10,11,2,2,4,11,0,0,1,2,285,196,16,8,53,53,21,25,7,7
151,23.12.2023,RODADA 18,West Ham,Manchester Utd,2,0,0,0,2,0,1.35,0.92,35%,65%,12,11,5,3,7,8,16,14,4,4,1,1,15,28,3,3,13,15,0,0,2,3,321,626,18,19,86,113,36,48,28,21,0.26,0.67,38%,62%,4,6,1,3,3,3,6,8,2,3,1,0,5,16,3,1,6,5,0,0,1,1,176,298,8,11,51,56,12,18,9,11,1.09,0.25,32%,68%,8,5,4,0,4,5,10,6,2,1,0,1,10,12,0,2,7,10,0,0,1,2,145,328,10,8,35,57,24,30,19,10
152,22.12.2023,RODADA 18,Aston Villa,Sheffield Utd,1,1,0,0,1,1,0.87,0.52,78%,22%,11,5,4,2,7,3,20,11,9,1,0,4,19,13,1,3,11,16,0,0,3,3,656,192,11,30,129,67,88,28,4,43,0.38,0.00,79%,21%,6,0,1,0,5,0,10,5,3,0,0,1,11,7,0,1,5,9,0,0,0,0,336,86,2,17,60,36,38,11,1,13,0.49,0.52,77%,23%,5,5,3,2,2,3,10,6,6,1,0,3,8,6,1,2,6,7,0,0,3,3,320,106,9,13,69,31,50,17,3,30
153,21.12.2023,RODADA 18,Crystal Palace,Brighton,1,1,1,0,0,1,1.20,1.13,34%,66%,11,18,3,6,8,12,13,13,3,1,1,2,18,12,5,2,12,11,0,0,5,2,389,759,28,20,85,156,39,64,13,10,1.00,0.18,40%,60%,7,4,3,2,4,2,8,6,1,0,0,1,10,4,2,2,6,7,0,0,1,1,244,378,13,7,42,73,21,30,3,6,0.20,0.95,28%,72%,4,14,0,4,4,10,5,7,2,1,1,1,8,8,3,0,6,4,0,0,4,1,145,381,15,13,43,83,18,34,10,4
154,17.12.2023,RODADA 17,Liverpool,Manchester Utd,0,0,0,0,0,0,2.66,0.52,68%,32%,34,6,8,1,26,5,10,17,12,0,4,2,35,19,1,8,13,8,0,1,2,6,607,293,24,17,144,51,100,22,5,45,1.14,0.12,67%,33%,15,2,3,0,12,2,5,10,9,0,3,1,18,12,0,3,7,4,0,0,2,2,293,149,9,6,67,22,45,10,1,18,1.52,0.40,69%,31%,19,4,5,1,14,3,5,7,3,0,1,1,17,7,1,5,6,4,0,1,0,4,314,144,15,11,77,29,55,12,4,27
155,17.12.2023,RODADA 17,Arsenal,Brighton,2,0,0,0,2,0,2.21,0.72,49%,51%,26,6,9,1,17,5,10,12,10,1,1,1,13,11,1,7,11,9,0,0,1,3,516,550,12,18,110,59,84,32,6,21,0.94,0.00,58%,42%,15,0,3,0,12,0,6,6,3,0,0,0,9,2,0,3,7,6,0,0,1,1,314,229,6,10,64,22,45,7,0,9,1.27,0.72,40%,60%,11,6,6,1,5,5,4,6,7,1,1,1,4,9,1,4,4,3,0,0,0,2,202,321,6,8,46,37,39,25,6,12
156,17.12.2023,RODADA 17,Brentford,Aston Villa,1,2,1,0,0,2,0.54,1.31,33%,67%,4,15,3,5,1,10,6,26,7,11,7,0,15,21,3,2,19,6,1,1,6,4,250,528,33,12,63,124,39,80,16,29,0.37,0.79,37%,63%,3,9,2,3,1,6,5,13,3,6,5,0,7,7,3,1,8,5,0,0,0,0,149,262,15,5,44,59,25,34,3,15,0.17,0.52,29%,71%,1,6,1,2,0,4,1,13,4,5,2,0,8,14,0,1,11,1,1,1,6,4,101,266,18,7,19,65,14,46,13,14
157,17.12.2023,RODADA 17,West Ham,Wolverhampton,3,0,2,0,1,0,0.99,0.61,44%,56%,13,14,4,3,9,11,17,13,6,5,1,2,21,12,3,1,12,15,0,0,3,1,433,541,18,25,111,117,51,52,25,22,0.76,0.47,52%,48%,8,7,3,2,5,5,7,6,5,4,0,0,16,4,2,1,6,7,0,0,1,1,250,219,8,17,62,49,29,28,15,16,0.23,0.14,36%,64%,5,7,1,1,4,6,10,7,1,1,1,2,5,8,1,0,6,8,0,0,2,0,183,322,10,8,49,68,22,24,10,6
158,16.12.2023,RODADA 17,Burnley,Everton,0,2,0,2,0,0,0.80,1.29,62%,38%,14,9,2,6,12,3,12,9,8,6,0,4,20,22,4,2,9,8,0,0,0,1,542,330,18,12,111,94,56,39,18,29,0.42,0.89,63%,37%,5,6,0,4,5,2,8,5,3,4,0,3,10,11,2,0,5,4,0,0,0,0,271,157,7,8,47,59,23,20,8,14,0.38,0.40,61%,39%,9,3,2,2,7,1,4,4,5,2,0,1,10,11,2,2,4,4,0,0,0,1,271,173,11,4,64,35,33,19,10,15
159,16.12.2023,RODADA 17,Chelsea,Sheffield Utd,2,0,0,0,2,0,2.75,0.35,78%,22%,15,6,6,1,9,5,15,13,7,5,3,1,20,8,1,4,9,14,0,0,1,3,815,226,16,28,143,52,68,24,12,23,0.10,0.10,80%,20%,5,3,1,0,4,3,6,8,3,3,3,1,9,4,0,1,4,5,0,0,0,1,421,104,11,16,89,26,38,11,6,15,2.65,0.25,76%,24%,10,3,5,1,5,2,9,5,4,2,0,0,11,4,1,3,5,9,0,0,1,2,394,122,5,12,54,26,30,13,6,8
160,16.12.2023,RODADA 17,Manchester City,Crystal Palace,2,2,1,0,1,2,1.57,1.98,74%,26%,19,5,9,2,10,3,11,14,6,1,2,1,17,14,0,7,12,9,0,0,1,1,818,285,13,14,154,39,93,20,7,29,0.80,0.03,74%,26%,14,2,5,0,9,2,5,7,4,1,1,1,11,8,0,4,6,4,0,0,1,1,367,136,8,7,96,16,62,0,3,21,0.77,1.95,74%,26%,5,3,4,2,1,1,6,7,2,0,1,0,6,6,0,3,6,5,0,0,0,0,451,149,5,7,58,23,31,20,4,8
161,16.12.2023,RODADA 17,Newcastle,Fulham,3,0,0,0,3,0,3.78,0.31,71%,29%,27,6,10,4,17,2,12,9,5,1,2,0,14,13,4,7,7,12,0,1,0,2,696,287,11,22,148,61,96,26,6,26,0.11,0.02,72%,28%,11,4,2,3,9,1,4,5,0,1,2,0,8,7,3,2,2,4,0,1,0,0,351,142,8,6,78,32,51,13,2,9,3.67,0.29,70%,30%,16,2,8,1,8,1,8,4,5,0,0,0,6,6,1,5,5,8,0,0,0,2,345,145,3,16,70,29,45,13,4,17
162,15.12.2023,RODADA 17,Nottingham,Tottenham,0,2,0,1,0,1,1.47,1.31,33%,67%,15,12,1,6,14,6,12,20,6,4,5,0,22,16,4,1,16,11,0,1,2,4,244,547,27,19,64,116,56,54,16,26,0.17,1.12,22%,78%,4,6,0,3,4,3,4,9,0,1,2,0,12,9,2,0,8,5,0,0,0,1,89,335,12,7,26,79,20,35,12,9,1.30,0.19,43%,57%,11,6,1,3,10,3,8,11,6,3,3,0,10,7,2,1,8,6,0,1,2,3,155,212,15,12,38,37,36,19,4,17
163,10.12.2023,RODADA 16,Tottenham,Newcastle,4,1,2,0,2,1,3.99,1.52,57%,43%,23,9,12,3,11,6,13,11,3,6,1,3,20,18,2,8,10,12,0,0,1,3,536,409,31,27,114,83,70,46,13,21,1.87,1.00,65%,35%,12,4,5,1,7,3,8,7,3,2,1,2,14,9,1,3,6,6,0,0,0,0,277,154,10,13,63,29,45,9,1,17,2.12,0.52,49%,51%,11,5,7,2,4,3,5,4,0,4,0,1,6,9,1,5,4,6,0,0,1,3,259,255,21,14,51,54,25,37,12,4
164,10.12.2023,RODADA 16,Everton,Chelsea,2,0,0,0,2,0,0.95,0.83,28%,72%,9,16,5,4,4,12,11,11,4,8,2,1,16,11,4,3,12,12,0,0,2,2,259,703,23,20,76,126,35,76,24,25,0.16,0.19,29%,71%,2,5,0,1,2,4,5,6,2,5,2,1,11,5,1,0,6,5,0,0,1,1,130,334,8,11,41,51,24,35,10,17,0.79,0.64,27%,73%,7,11,5,3,2,8,6,5,2,3,0,0,5,6,3,3,6,7,0,0,1,1,129,369,15,9,35,75,11,41,14,8
165,10.12.2023,RODADA 16,Fulham,West Ham,5,0,3,0,2,0,2.40,1.50,63%,37%,14,9,8,5,6,4,10,5,3,6,0,0,18,19,5,3,5,10,0,0,2,1,762,430,21,10,126,102,44,50,21,13,1.11,0.47,62%,38%,10,4,5,3,5,1,3,2,3,3,0,0,8,7,3,2,2,3,0,0,1,1,335,201,11,8,64,42,29,28,14,10,1.29,1.03,64%,36%,4,5,3,2,1,3,7,3,0,3,0,0,10,12,2,1,3,7,0,0,1,0,427,229,10,2,62,60,15,22,7,3
166,10.12.2023,RODADA 16,Luton,Manchester City,1,2,1,0,0,2,0.36,1.37,34%,66%,4,18,2,6,2,12,7,17,6,3,1,1,20,31,4,1,16,6,0,0,2,1,302,594,20,21,88,108,48,77,12,15,0.26,0.87,30%,70%,2,10,2,3,0,7,2,6,0,1,0,0,10,18,3,1,6,2,0,0,0,0,163,379,10,7,45,60,15,40,6,1,0.10,0.50,38%,62%,2,8,0,3,2,5,5,11,6,2,1,1,10,13,1,0,10,4,0,0,2,1,139,215,10,14,43,48,33,37,6,14
167,09.12.2023,RODADA 16,Aston Villa,Arsenal,1,0,1,0,0,0,0.49,1.51,39%,61%,10,12,3,5,7,7,15,17,3,3,1,4,19,12,5,2,16,11,0,0,4,2,289,462,31,31,63,116,27,54,25,14,0.22,0.63,47%,53%,5,8,1,4,4,4,10,6,2,2,1,2,9,7,4,0,5,8,0,0,0,1,181,209,12,12,36,52,16,23,11,12,0.27,0.88,29%,71%,5,4,2,1,3,3,5,11,1,1,0,2,10,5,1,2,11,3,0,0,4,1,108,253,19,19,27,64,11,31,14,2
168,09.12.2023,RODADA 16,Brighton,Burnley,1,1,0,1,1,0,2.52,1.02,72%,28%,29,6,11,3,18,3,9,7,9,1,2,1,17,12,2,10,5,8,0,0,0,4,777,308,13,28,148,56,86,29,2,34,0.52,0.21,67%,33%,10,4,3,2,7,2,3,3,2,1,2,0,9,8,1,3,1,3,0,0,0,1,352,173,7,13,58,29,26,19,1,6,2.00,0.81,77%,23%,19,2,8,1,11,1,6,4,7,0,0,1,8,4,1,7,4,5,0,0,0,3,425,135,6,15,90,27,60,10,1,28
169,09.12.2023,RODADA 16,Manchester Utd,Bournemouth,0,3,0,1,0,2,0.96,1.26,69%,31%,20,10,3,4,17,6,12,8,10,4,1,2,21,18,1,3,7,10,0,0,3,1,660,296,23,19,156,82,93,37,12,30,0.45,0.54,73%,27%,8,7,2,2,6,5,7,4,3,2,0,1,12,7,1,2,4,6,0,0,1,1,367,135,10,9,76,37,46,17,5,17,0.51,0.72,65%,35%,12,3,1,2,11,1,5,4,7,2,1,1,9,11,0,1,3,4,0,0,2,0,293,161,13,10,80,45,47,20,7,13
170,09.12.2023,RODADA 16,Sheffield Utd,Brentford,1,0,1,0,0,0,0.77,0.72,40%,60%,9,10,4,4,5,6,14,14,3,3,1,1,26,30,4,3,14,13,0,0,5,1,334,489,14,23,106,120,56,63,43,15,0.13,0.27,41%,59%,4,4,1,1,3,3,10,6,1,2,0,0,6,13,1,0,7,10,0,0,1,1,193,275,8,8,59,57,18,24,17,5,0.64,0.45,39%,61%,5,6,3,3,2,3,4,8,2,1,1,1,20,17,3,3,7,3,0,0,4,0,141,214,6,15,47,63,38,39,26,10
171,09.12.2023,RODADA 16,Wolverhampton,Nottingham,1,1,1,1,0,0,1.19,0.82,68%,32%,10,8,4,2,6,6,13,12,4,3,3,1,30,21,1,3,9,11,0,0,0,1,655,307,9,21,137,87,43,43,14,22,0.75,0.22,73%,27%,5,3,2,2,3,1,4,2,3,0,1,0,18,11,1,1,1,4,0,0,0,1,389,145,4,11,81,38,28,19,5,17,0.44,0.60,63%,37%,5,5,2,0,3,5,9,10,1,3,2,1,12,10,0,2,8,7,0,0,0,0,266,162,5,10,56,49,15,24,9,5
172,09.12.2023,RODADA 16,Crystal Palace,Liverpool,1,2,0,0,1,2,1.99,1.26,24%,76%,8,14,4,2,4,12,23,17,6,5,0,6,11,22,0,3,17,17,1,0,7,2,197,662,23,11,67,142,46,58,30,20,0.44,0.25,23%,77%,1,6,1,0,0,6,12,7,2,3,0,4,6,15,0,1,7,8,0,0,1,0,98,350,15,5,36,74,22,28,16,11,1.55,1.01,25%,75%,7,8,3,2,4,6,11,10,4,2,0,2,5,7,0,2,10,9,1,0,6,2,99,312,8,6,31,68,24,30,14,9
173,07.12.2023,RODADA 15,Tottenham,West Ham,1,2,1,0,0,2,1.59,1.83,75%,25%,23,11,7,5,16,6,19,12,8,4,1,6,15,11,3,6,11,12,0,0,3,3,784,251,18,27,160,48,126,26,13,23,0.97,0.20,76%,24%,13,4,6,1,7,3,6,8,4,1,1,3,6,4,1,5,7,3,0,0,0,0,444,129,6,8,80,26,59,8,8,10,0.62,1.63,74%,26%,10,7,1,4,9,3,13,4,4,3,0,3,9,7,2,1,4,9,0,0,3,3,340,122,12,19,80,22,67,18,5,13
